Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Asset Firmware,Redundant Asset Pair ID (If Applicable),Asset Contact Person,Comments
Cabinet,U21_S1_SS4_B1_R1_C1,U21_S1_SS4_B1_R1_C1_FW48,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214519,,10.0.5,,,
Cabinet,U21_S1_SS4_B1_R1_C1,U21_S1_SS4_B1_R1_C1_FW50,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214540,,12.2 (35R)SEY3,,,
Cabinet,U21_S1_SS4_B1_R1_C1,U21_S1_SS4_B1_R1_C1_FW58,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197786,,2.0.001,,,
Cabinet,U21_S1_SS4_B1_R1_C1,U21_S1_SS4_B1_R1_C1_GW1,Main Gateway,ACME Main Gateway,Gateway,korenix,JetCon 2302,,,,15.2 (3R)E1,,,
Cabinet,U21_S1_SS4_B1_R1_C1,U21_S1_SS4_B1_R1_C1_NZ4,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1475,,12.2 (44)SE5 ,,,
Cabinet,U21_S1_SS4_B2_R1_C1,U21_S1_SS4_B2_R1_C1_FW36,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-850,,,,12.2 (25R)SEE4 ,,,
Cabinet,U21_S1_SS4_B2_R1_C1,U21_S1_SS4_B2_R1_C1_NZ1,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2858,,10.0.5,,,
Cabinet,U21_S1_SS5_B1_R1_C1,U21_S1_SS5_B1_R1_C1_FW20,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1000C,,,20.0.4.5,,,
Cabinet,U21_S1_SS5_B1_R1_C1,U21_S1_SS5_B1_R1_C1_FW42,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-500,,,,15.2(7)E4,,,
Cabinet,U21_S1_SS5_B1_R1_C1,U21_S1_SS5_B1_R1_C1_RTR13,APN Router,ACME APN Router,Router,INSYS,MRXS LAN,,,,12.2 (35R)SEY3,,,
Cabinet,U21_S1_SS5_B2_R1_C1,U21_S1_SS5_B2_R1_C1_NZ23,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0389,,16.8.1r,,,
Cabinet,U21_S1_SS5_B2_R1_C1,U21_S1_SS5_B2_R1_C1_NZ24,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0390,,2.0.001,,,
Cabinet,U21_S1_SS5_B2_R1_C1,U21_S1_SS5_B2_R1_C1_SW15,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,TP Link,,TL-SF1008D,,,2.0.001,,,
Cabinet,U21_S2_SS1_B1_R1_C1,U21_S2_SS1_B1_R1_C1_MOD1,GSM Modem,ACME GSM Modem,Modem,InRouter,615-S,,,,10.0.5,,,
Cabinet,U21_S2_SS1_B2_R1_C1,U21_S2_SS1_B2_R1_C1_FW69,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3220,34961451,16201030117,,16.6.7,,,
Cabinet,U21_S2_SS1_B2_R1_C1,U21_S2_SS1_B2_R1_C1_FW7,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3500F,,,20.0.4.5,,,
Cabinet,U21_S2_SS1_B2_R1_C1,U21_S2_SS1_B2_R1_C1_FW9,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-4400F,,,10.0.5,,,
Cabinet,U21_S2_SS1_B2_R1_C1,U21_S2_SS1_B2_R1_C1_MOD1,GSM Modem,ACME GSM Modem,Modem,InRouter,615-S,,,,10.0.5,,,
Cabinet,U21_S2_SS1_B2_R1_C1,U21_S2_SS1_B2_R1_C1_NZ5,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1479,,12.2 (44R)SE4,,,
Cabinet,U21_S2_SS2_B1_R1_C1,U21_S2_SS2_B1_R1_C1_FW29,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-100C,,,15.2(7)E4,,,
Cabinet,U21_S2_SS2_B1_R1_C1,U21_S2_SS2_B1_R1_C1_FW79,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001072146,,12.2 (53r) SEY3,,,
Cabinet,U21_S2_SS2_B2_R1_C1,U21_S2_SS2_B2_R1_C1_FW27,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-200B-POE,,,12.2 (53r) SEY3,,,
Cabinet,U21_S2_SS2_B2_R1_C1,U21_S2_SS2_B2_R1_C1_FW41,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3020,,,,15.2 (3R)E1,,,
Cabinet,U21_S2_SS2_B2_R1_C1,U21_S2_SS2_B2_R1_C1_FW63,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223313,,12.2 (35R)SEY3,,,
Cabinet,U21_S2_SS2_B2_R1_C1,U21_S2_SS2_B2_R1_C1_NZ20,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1496,,15.2 (3R)E1,,,
Cabinet,U21_S2_SS2_B2_R1_C1,U21_S2_SS2_B2_R1_C1_NZ9,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1488,,16.6.7,,,
Cabinet,U21_S2_SS2_B2_R1_C1,U21_S2_SS2_B2_R1_C1_RTR6,APN Router,ACME APN Router,Router,Cisco,1800 Series,,,,16.6.7,,,
Cabinet,U21_S2_SS3_B1_R1_C1,U21_S2_SS3_B1_R1_C1_RTR3,APN Router,ACME APN Router,Router,Cisco,4300 Series,,,,12.2 (53r) SEY3,,,
Cabinet,U21_S2_SS3_B2_R1_C1,U21_S2_SS3_B2_R1_C1_FW59,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197833,,20.0.4.5,,,
Cabinet,U21_S2_SS4_B1_R1_C1,U21_S2_SS4_B1_R1_C1_FW11,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3810A,,,12.2 (35R)SEY3,,,
Cabinet,U21_S2_SS4_B1_R1_C1,U21_S2_SS4_B1_R1_C1_FW37,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5060,,,,12.2 (35R)SEY3,,,
Cabinet,U21_S2_SS4_B1_R1_C1,U21_S2_SS4_B1_R1_C1_FW54,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214662,,15.2 (3R)E1,,,
Cabinet,U21_S2_SS4_B2_R1_C1,U21_S2_SS4_B2_R1_C1_FW31,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-40C,,,16.8.1r,,,
Cabinet,U21_S2_SS4_B2_R1_C1,U21_S2_SS4_B2_R1_C1_NZ13,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1496,,V15.2(7)e4,,,
Cabinet,U21_S2_SS5_B1_R1_C1,U21_S2_SS5_B1_R1_C1_FW37,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5060,,,,12.2 (35R)SEY3,,,
Cabinet,U21_S2_SS5_B1_R1_C1,U21_S2_SS5_B1_R1_C1_FW74,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001068025,,10.0.5,,,
Cabinet,U21_S2_SS5_B1_R1_C1,U21_S2_SS5_B1_R1_C1_NZ12,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1494,,20.0.4.5,,,
Cabinet,U21_S2_SS5_B2_R1_C1,U21_S2_SS5_B2_R1_C1_FW15,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3810A,,,15.2 (3R)E1,,,
Cabinet,U21_S2_SS5_B2_R1_C1,U21_S2_SS5_B2_R1_C1_FW26,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-200B,,,12.2 (44R)SE4,,,
Cabinet,U21_S2_SS5_B2_R1_C1,U21_S2_SS5_B2_R1_C1_FW9,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-4400F,,,10.0.5,,,
Cabinet,U21_S2_SS5_B2_R1_C1,U21_S2_SS5_B2_R1_C1_NZ24,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0390,,2.0.001,,,
Cabinet,U21_S2_SS5_B2_R1_C1,U21_S2_SS5_B2_R1_C1_RTR8,APN Router,ACME APN Router,Router,Cisco,3800 Series,,,,2.0.001,,,
Cabinet,U21_S3_SS1_B1_R1_C1,U21_S3_SS1_B1_R1_C1_FW42,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-500,,,,15.2(7)E4,,,
Cabinet,U21_S3_SS1_B1_R1_C1,U21_S3_SS1_B1_R1_C1_MOD2,GSM Modem,ACME GSM Modem,Modem,Sixnet,BT-6801,,,,12.2 (25R)SEE4 ,,,
Cabinet,U21_S3_SS1_B1_R1_C1,U21_S3_SS1_B1_R1_C1_RTR9,APN Router,ACME APN Router,Router,Cisco,7600 Series,,,,20.0.4.5,,,
Cabinet,U21_S3_SS1_B1_R1_C1,U21_S3_SS1_B1_R1_C1_SW9,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Phoenix Contact,,,,,12.2 (44R)SE4,,,
Cabinet,U21_S3_SS1_B2_R1_C1,U21_S3_SS1_B2_R1_C1_FW10,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3950B,,,12.2 (25R)SEE4 ,,,
Cabinet,U21_S3_SS1_B2_R1_C1,U21_S3_SS1_B2_R1_C1_FW20,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1000C,,,20.0.4.5,,,
Cabinet,U21_S3_SS1_B2_R1_C1,U21_S3_SS1_B2_R1_C1_FW68,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3220,34961451,16201030110,,15.2(7)E4,,,
Cabinet,U21_S3_SS1_B2_R1_C1,U21_S3_SS1_B2_R1_C1_SW3,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 4507,,,,20.0.4.5,,,
Cabinet,U21_S3_SS2_B1_R1_C1,U21_S3_SS2_B1_R1_C1_NZ18,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2668,,12.2 (44R)SE4,,,
Cabinet,U21_S3_SS2_B1_R1_C1,U21_S3_SS2_B1_R1_C1_NZ25,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0393,,20.0.4.5,,,
Cabinet,U21_S3_SS2_B2_R1_C1,U21_S3_SS2_B2_R1_C1_CM1,GPS Clock Master,ACME GPS Clock Master,GPS Clock Master,Time Tools,T300,,,,16.6.7,,,
Cabinet,U21_S3_SS2_B2_R1_C1,U21_S3_SS2_B2_R1_C1_FW55,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214664,,15.2(7)E4,,,
Cabinet,U21_S3_SS2_B2_R1_C1,U21_S3_SS2_B2_R1_C1_FW66,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801224060,,12.2 (53r) SEY3,,,
Cabinet,U21_S3_SS2_B2_R1_C1,U21_S3_SS2_B2_R1_C1_NZ8,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1487,,15.2(7)E4,,,
Cabinet,U21_S3_SS3_B1_R1_C1,U21_S3_SS3_B1_R1_C1_CM1,GPS Clock Master,ACME GPS Clock Master,GPS Clock Master,Time Tools,T300,,,,16.6.7,,,
Cabinet,U21_S3_SS3_B1_R1_C1,U21_S3_SS3_B1_R1_C1_FW24,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-500C,,,12.2 (35R)SEY3,,,
Cabinet,U21_S3_SS3_B1_R1_C1,U21_S3_SS3_B1_R1_C1_FW39,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5020,,,,12.2 (44R)SE4,,,
Cabinet,U21_S3_SS3_B1_R1_C1,U21_S3_SS3_B1_R1_C1_FW75,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001068055,,12.2 (25R)SEE4 ,,,
Cabinet,U21_S3_SS3_B1_R1_C1,U21_S3_SS3_B1_R1_C1_SW10,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Schneider Electric,ConneXium Switch,499NES18100,,,12.2 (53r) SEY3,,,
Cabinet,U21_S3_SS3_B2_R1_C1,U21_S3_SS3_B2_R1_C1_FW25,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-300C,,,12.2 (44)SE5 ,,,
Cabinet,U21_S3_SS3_B2_R1_C1,U21_S3_SS3_B2_R1_C1_FW39,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5020,,,,12.2 (44R)SE4,,,
Cabinet,U21_S3_SS3_B2_R1_C1,U21_S3_SS3_B2_R1_C1_NZ17,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2666,,12.2 (44)SE5 ,,,
Cabinet,U21_S3_SS4_B1_R1_C1,U21_S3_SS4_B1_R1_C1_FW22,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1000C,,,10.0.5,,,
Cabinet,U21_S3_SS4_B1_R1_C1,U21_S3_SS4_B1_R1_C1_FW38,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-5050,,,,12.2 (44)SE5 ,,,
Cabinet,U21_S3_SS4_B2_R1_C1,U21_S3_SS4_B2_R1_C1_FW33,Security Firewall,ACME Security Firewall,Firewall,Netgear,Nighthawk X6,R8000,,,20.0.4.5,,,
Cabinet,U21_S3_SS5_B1_R1_C1,U21_S3_SS5_B1_R1_C1_FW28,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-100D,,,15.2 (3R)E1,,,
Cabinet,U21_S3_SS5_B1_R1_C1,U21_S3_SS5_B1_R1_C1_FW43,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801213921,,16.6.7,,,
Cabinet,U21_S3_SS5_B1_R1_C1,U21_S3_SS5_B1_R1_C1_FW59,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197833,,20.0.4.5,,,
Cabinet,U21_S3_SS5_B1_R1_C1,U21_S3_SS5_B1_R1_C1_FW71,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,12001059184,,2.0.001,,,
Cabinet,U21_S3_SS5_B1_R1_C1,U21_S3_SS5_B1_R1_C1_NZ4,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1475,,12.2 (44)SE5 ,,,
Cabinet,U21_S3_SS5_B2_R1_C1,U21_S3_SS5_B2_R1_C1_FW55,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214664,,15.2(7)E4,,,
Cabinet,U21_S3_SS5_B2_R1_C1,U21_S3_SS5_B2_R1_C1_FW72,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001059186,,20.0.4.5,,,
Cabinet,U21_S3_SS5_B2_R1_C1,U21_S3_SS5_B2_R1_C1_NZ7,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1486,,15.2 (3R)E1,,,
Cabinet,U21_S4_SS1_B1_R1_C1,U21_S4_SS1_B1_R1_C1_FW58,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197786,,2.0.001,,,
Cabinet,U21_S4_SS2_B1_R1_C1,U21_S4_SS2_B1_R1_C1_FW14,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1240B,,,12.2 (53r) SEY3,,,
Cabinet,U21_S4_SS2_B1_R1_C1,U21_S4_SS2_B1_R1_C1_NZ22,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2128BA0385,,16.6.7,,,
Cabinet,U21_S4_SS2_B1_R1_C1,U21_S4_SS2_B1_R1_C1_SW3,IT Ethernet Switch,ACME IT Ethernet Switch,Switch,Cisco,Catalyst 4507,,,,20.0.4.5,,,
Cabinet,U21_S4_SS3_B1_R1_C1,U21_S4_SS3_B1_R1_C1_FW40,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3050,,,,12.2 (53r) SEY3,,,
Cabinet,U21_S4_SS3_B1_R1_C1,U21_S4_SS3_B1_R1_C1_MOD1,GSM Modem,ACME GSM Modem,Modem,InRouter,615-S,,,,10.0.5,,,
Cabinet,U21_S4_SS3_B2_R1_C1,U21_S4_SS3_B2_R1_C1_FW42,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-500,,,,15.2(7)E4,,,
Cabinet,U21_S4_SS4_B1_R1_C1,U21_S4_SS4_B1_R1_C1_FW32,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-20C,,,2.0.001,,,
Cabinet,U21_S4_SS4_B1_R1_C1,U21_S4_SS4_B1_R1_C1_FW41,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3020,,,,15.2 (3R)E1,,,
Cabinet,U21_S4_SS4_B1_R1_C1,U21_S4_SS4_B1_R1_C1_NZ17,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2666,,12.2 (44)SE5 ,,,
Cabinet,U21_S4_SS4_B2_R1_C1,U21_S4_SS4_B2_R1_C1_FW11,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3810A,,,12.2 (35R)SEY3,,,
Cabinet,U21_S4_SS5_B2_R1_C1,U21_S4_SS5_B2_R1_C1_FW13,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3140B,,,12.2 (44R)SE4,,,
Cabinet,U21_S4_SS5_B2_R1_C1,U21_S4_SS5_B2_R1_C1_RTR1,APN Router,ACME APN Router,Router,Cisco,1921 Series,,,,12.2 (44)SE5 ,,,
Cabinet,U21_S5_SS1_B1_R1_C1,U21_S5_SS1_B1_R1_C1_FW55,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214664,,15.2(7)E4,,,
Cabinet,U21_S5_SS1_B1_R1_C1,U21_S5_SS1_B1_R1_C1_MOD1,GSM Modem,ACME GSM Modem,Modem,InRouter,615-S,,,,10.0.5,,,
Cabinet,U21_S5_SS1_B1_R1_C1,U21_S5_SS1_B1_R1_C1_SW11,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Schneider Electric,ConneXium Switch,TCSESM043F2CU0,,,15.2 (3R)E1,,,
Cabinet,U21_S5_SS1_B1_R1_C1,U21_S5_SS1_B1_R1_C1_SW13,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Siemens,Scalance XB005,,,,16.6.7,,,
Cabinet,U21_S5_SS1_B2_R1_C1,U21_S5_SS1_B2_R1_C1_FW61,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801213558,,10.0.5,,,
Cabinet,U21_S5_SS2_B1_R1_C1,U21_S5_SS2_B1_R1_C1_FW58,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197786,,2.0.001,,,
Cabinet,U21_S5_SS2_B1_R1_C1,U21_S5_SS2_B1_R1_C1_FW76,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001071371,,12.2 (35R)SEY3,,,
Cabinet,U21_S5_SS2_B1_R1_C1,U21_S5_SS2_B1_R1_C1_SW8,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,NTRON,,304TX,,,12.2 (44)SE5 ,,,
Cabinet,U21_S5_SS2_B2_R1_C1,U21_S5_SS2_B2_R1_C1_FW42,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-500,,,,15.2(7)E4,,,
Cabinet,U21_S5_SS3_B1_R1_C1,U21_S5_SS3_B1_R1_C1_FW30,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-80C,,,16.6.7,,,
Cabinet,U21_S5_SS3_B1_R1_C1,U21_S5_SS3_B1_R1_C1_FW56,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214665,,16.6.7,,,
Cabinet,U21_S5_SS3_B1_R1_C1,U21_S5_SS3_B1_R1_C1_SW6,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Lanolinx,,LNX-602A S3,,,12.2 (25R)SEE4 ,,,
Cabinet,U21_S5_SS3_B2_R1_C1,U21_S5_SS3_B2_R1_C1_FW12,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3240C,,,12.2 (44)SE5 ,,,
Cabinet,U21_S5_SS3_B2_R1_C1,U21_S5_SS3_B2_R1_C1_FW65,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801223323,,12.2 (44R)SE4,,,
Cabinet,U21_S5_SS3_B2_R1_C1,U21_S5_SS3_B2_R1_C1_NZ14,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1497,,10.0.5,,,
Cabinet,U21_S5_SS4_B1_R1_C1,U21_S5_SS4_B1_R1_C1_FW59,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197833,,20.0.4.5,,,
Cabinet,U21_S5_SS4_B2_R1_C1,U21_S5_SS4_B2_R1_C1_RTR1,APN Router,ACME APN Router,Router,Cisco,1921 Series,,,,12.2 (44)SE5 ,,,
Cabinet,U21_S5_SS5_B1_R1_C1,U21_S5_SS5_B1_R1_C1_FW6,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3000F,,,2.0.001,,,
Cabinet,U21_S5_SS5_B1_R1_C1,U21_S5_SS5_B1_R1_C1_FW60,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,,012801197974,,V15.2(7)e4,,,
Cabinet,U21_S5_SS5_B1_R1_C1,U21_S5_SS5_B1_R1_C1_FW72,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001059186,,20.0.4.5,,,
Cabinet,U21_S5_SS5_B1_R1_C1,U21_S5_SS5_B1_R1_C1_SW15,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,TP Link,,TL-SF1008D,,,2.0.001,,,
Cabinet,U21_S5_SS5_B2_R1_C1,U21_S5_SS5_B2_R1_C1_FW19,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1240B,,,2.0.001,,,
Cabinet,U21_S5_SS5_B2_R1_C1,U21_S5_SS5_B2_R1_C1_FW53,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214545,,12.2 (53r) SEY3,,,
Cabinet,U22_S1_SS1_B1_R1_C1,U22_S1_SS1_B1_R1_C1_FW18,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3040B,,,16.8.1r,,,
Cabinet,U22_S1_SS1_B1_R1_C1,U22_S1_SS1_B1_R1_C1_FW35,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,,,10.0.5,,,
Cabinet,U22_S1_SS1_B1_R1_C1,U22_S1_SS1_B1_R1_C1_SW5,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,Hirshmann,Spider 5TX,,,,10.0.5,,,
Cabinet,U22_S1_SS1_B2_R1_C1,U22_S1_SS1_B2_R1_C1_FW21,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-1240B,,,V15.2(7)e4,,,
Cabinet,U22_S1_SS1_B2_R1_C1,U22_S1_SS1_B2_R1_C1_FW29,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-100C,,,15.2(7)E4,,,
Cabinet,U22_S1_SS2_B1_R1_C1,U22_S1_SS2_B1_R1_C1_FW36,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-850,,,,12.2 (25R)SEE4 ,,,
Cabinet,U22_S1_SS2_B1_R1_C1,U22_S1_SS2_B1_R1_C1_SW4,OT Ethernet Switch,ACME OT Ethernet Switch,Switch,D-Link,DGS,DGS-1024D,,,V15.2(7)e4,,,
Cabinet,U22_S1_SS2_B2_R1_C1,U22_S1_SS2_B2_R1_C1_FW10,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-3950B,,,12.2 (25R)SEE4 ,,,
Cabinet,U22_S1_SS2_B2_R1_C1,U22_S1_SS2_B2_R1_C1_FW50,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214540,,12.2 (35R)SEY3,,,
Cabinet,U22_S1_SS3_B1_R1_C1,U22_S1_SS3_B1_R1_C1_FW53,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-220,910-000128-00N,12801214545,,12.2 (53r) SEY3,,,
Cabinet,U22_S1_SS3_B1_R1_C1,U22_S1_SS3_B1_R1_C1_NZ3,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2038BA1468,,12.2 (35R)SEY3,,,
Cabinet,U22_S1_SS3_B2_R1_C1,U22_S1_SS3_B2_R1_C1_FW79,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001072146,,12.2 (53r) SEY3,,,
Cabinet,U22_S1_SS3_B2_R1_C1,U22_S1_SS3_B2_R1_C1_RTR2,APN Router,ACME APN Router,Router,Cisco,2911 Series,,,,12.2 (44R)SE4,,,
Cabinet,U22_S1_SS4_B1_R1_C1,U22_S1_SS4_B1_R1_C1_FW3,Security Firewall,ACME Security Firewall,Firewall,CUJO,AISIS Firewall,,,,15.2(7)E4,,,
Cabinet,U22_S1_SS4_B2_R1_C1,U22_S1_SS4_B2_R1_C1_NZ18,Vulnerability Management,ACME Vulnerability Management,Vulnerability Management,Nozomi Networks,NSG-L 100,NSGL-HW-P,2033BA2668,,12.2 (44R)SE4,,,
Cabinet,U22_S1_SS5_B1_R1_C1,U22_S1_SS5_B1_R1_C1_FW31,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-40C,,,16.8.1r,,,
Cabinet,U22_S1_SS5_B1_R1_C1,U22_S1_SS5_B1_R1_C1_FW34,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-3220,34961451,,,V15.2(7)e4,,,
Cabinet,U22_S2_SS1_B2_R1_C1,U22_S2_SS1_B2_R1_C1_FW5,Security Firewall,ACME Security Firewall,Firewall,Fortinet,FortiGate®,FG-2600F,,,16.8.1r,,,
Cabinet,U22_S2_SS1_B2_R1_C1,U22_S2_SS1_B2_R1_C1_FW74,Security Firewall,ACME Security Firewall,Firewall,Palo Alto,PA-820,,012001068025,,10.0.5,,,
